,Book,Chapter,Start Verse,End Verse,Summary
1619,1KI,5,7,12,"Hiram, blessing God for Solomon, and requesting food for his family, furnishes him with trees."
1620,1KI,5,13,18,The number of Solomon's workmen and labourers
1621,1KI,6,1,4,The building of Solomon's temple.
1622,1KI,6,5,10,The chambers thereof.
1623,1KI,6,11,14,God's promise unto it.
1624,1KI,6,15,22,The ceiling and adorning of it.
1625,1KI,6,23,30,The cherubims.
1626,1KI,6,31,35,The doors.
1627,1KI,6,36.,36,The court.
1628,1KI,6,37,38,The time of building it.
1629,1KI,7,1.,1,The building of Solomon's house.
1630,1KI,7,2,5,Of the house of Lebanon.
1631,1KI,7,6.,6,Of the porch of pillars.
1632,1KI,7,7.,7,Of the porch of judgment.
1633,1KI,7,8,12,Of the house for Pharaoh's daughter.
1634,1KI,7,13,22,Hiram's work of the two pillars.
1635,1KI,7,23,26,Of the molten sea.
1636,1KI,7,27,37,Of the ten bases.
1637,1KI,7,38,39,"Of the ten lavers,"
1638,1KI,7,40,51,and all the vessels.
1639,1KI,8,1,11,The feast of the dedication of the temple.
1640,1KI,8,12,21,Solomon's blessing.
1641,1KI,8,22,53,Solomon's prayer.
1642,1KI,8,54,61,Solomon's blessing.
1643,1KI,8,62,66,His sacrifice of peace offerings.
1644,1KI,9,1,9,God's covenant in a vision with Solomon.
1645,1KI,9,10,14,The mutual presents of Solomon and Hiram.
1646,1KI,9,15,23,"In Solomon's works the Gentiles were his bondmen, the Israelites honourable servants."
1647,1KI,9,24.,24,Pharaoh's daughter removes to her house.
1648,1KI,9,25.,25,Solomon's yearly solemn sacrifices.
1649,1KI,9,26,28,His navy fetches gold from Ophir.
1650,1KI,10,1,13,The queen of Sheba admires the wisdom of Solomon.
1651,1KI,10,14,15,Solomon's gold.
1652,1KI,10,16,17,His targets.
1653,1KI,10,18,20,The throne of ivory.
1654,1KI,10,21,23,His vessels.
1655,1KI,10,24,25,His presents.
1656,1KI,10,26,27,His chariots and horse.
1657,1KI,10,28,29,His tribute.
1658,1KI,11,1,3,Solomon's wives and concubines.
1659,1KI,11,4,8,In his old age they draw him to idolatry.
1660,1KI,11,9,13,God threatens him.
1661,1KI,11,14,22,"Solomon's adversaries were Hadad, who was entertained in Egypt;"
1662,1KI,11,23,25,"Rezon, who reigned in Damascus;"
1663,1KI,11,26,40,"and Jeroboam, to whom Ahijah prophesied."
1664,1KI,11,41,43,"Solomon's acts, reign, and death. Rehoboam succeeds him."
1665,1KI,12,1,5,"The Israelites, assembled at Shechem to crown Rehoboam, by Jeroboam make a suit of relaxation unto him."
1666,1KI,12,6,15,"Rehoboam, refusing the old men's counsel, answers them roughly."
1667,1KI,12,16,20,"Ten tribes revolting, kill Adoram, and make Rehoboam flee."
1668,1KI,12,21,24,"Rehoboam, raising an army, is forbidden by Shemaiah."
1669,1KI,12,25.,25,Jeroboam strengthens himself by cities;
1670,1KI,12,26,33,and by the idolatry of the two calves.
1671,1KI,13,1,5,"Jeroboam's hand withers,"
1672,1KI,13,6.,6,and at the prayer of the prophet is restored.
1673,1KI,13,7,10,The prophet departs from Beth-el.
1674,1KI,13,11,19,An old prophet brings him back.
1675,1KI,13,20,22,"He is reproved by God,"
1676,1KI,13,23,25,"slain by a lion,"
1677,1KI,13,26,30,"buried by the old prophet,"
1678,1KI,13,31,32,who confirms his prophecy.
1679,1KI,13,33,34,Jeroboam's obstinacy.
1680,1KI,14,1,4,"Abijah being sick, Jeroboam sends his wife, disguised, with presents to the prophet Ahijah at Shiloh."
1681,1KI,14,5,16,"Ahijah, forewarned by God, denounces God's judgment."
1682,1KI,14,17,18,"Abijah dies, and is buried."
1683,1KI,14,19,20,Nadab succeeds Jeroboam.
1684,1KI,14,21,24,Rehoboam's wicked reign.
1685,1KI,14,25,28,Shishak spoils Jerusalem.
1686,1KI,14,29,31,Abijam succeeds Rehoboam.
1687,1KI,15,1,6,Abijam's wicked reign.
1688,1KI,15,7,8,Asa succeeds him.
1689,1KI,15,9,15,Asa's good reign.
1690,1KI,15,16,22,The war between Baasha and him causes him to make a league with Bed-hadad.
1691,1KI,15,23,24,Jehoshaphat succeeds Asa.
1692,1KI,15,25,26,Nadab's wicked reign.
1693,1KI,15,27,30,"Baasha conspiring against him, executes Ahijah's prophecy."
1694,1KI,15,31,32,Nadab's acts and death.
1695,1KI,15,33,34,Baasha's wicked reign.
1696,1KI,16,1,4,Jehu's prophecy against Baasha.
1697,1KI,16,5,7,Elah succeeds him.
1698,1KI,16,8,10,"Zimri, conspiring against Elah, succeeds him."
1699,1KI,16,11,14,Zimri executes Jehu's prophecy.
1700,1KI,16,15,20,"Omri, made king by the soldiers, forces Zimri desperately to burn himself."
1701,1KI,16,21,22,"The kingdom being divided, Omri prevails against Tibni."
1702,1KI,16,23,24,Omri builds Samaria.
1703,1KI,16,25,26,His wicked reign.
1704,1KI,16,27,28,Ahab succeeds him.
1705,1KI,16,29,33,Ahab's most wicked reign.
1706,1KI,16,34.,34,Joshua's curse upon Hiel the builder of Jericho.
1707,1KI,17,1,7,"Elijah, having prophesied against Ahab, is sent to Cherith where the ravens feed him."
1708,1KI,17,8,16,He is sent to the widow of Zarephath.
1709,1KI,17,17,23,He raises the widow's son.
1710,1KI,17,24.,24,The woman believes him.
1711,1KI,18,1,8,"In the extremity of famine Elijah, sent to Ahab, meets good Obadiah."
1712,1KI,18,9,16,Obadiah brings Ahab to Elijah.
1713,1KI,18,17,40,"Elijah, reproving Ahab, by fire from heaven convinces Baal's prophets."
1714,1KI,18,41,46,"Elijah, by prayer obtaining rain, follows Ahab to Jezreel."
1715,1KI,19,1,3,"Elijah, threatened by Jezebel, flees to Beer-sheba."
1716,1KI,19,4,8,"In the wilderness, being weary of his life, he is comforted by an angel."
1717,1KI,19,9,18,"At Horeb God appears unto him, sending him to anoint Hazael, Jehu, and Elisha."
1718,1KI,19,19,21,"Elisha, taking leave of his friends, follows Elijah."
1719,1KI,20,1,12,"Ben-hadad, not content with Ahab's homage, besieges Samaria."
1720,1KI,20,13,21,"By the direction of a prophet, the Syrians are slain."
1721,1KI,20,22,27,"As the prophet forewarned Ahab, the Syrians, trusting in the valleys, come against him in Aphek."
1722,1KI,20,28,30,"By the word of the prophet, and God's judgment, the Syrians are smitten again."
1723,1KI,20,31,34,"The Syrians submitting themselves, Ahab sends Ben-hadad away with a covenant."
1724,1KI,20,35,43,"The prophet, under the parable of a prisoner, making Ahab judge himself, denounces God's judgment against him."
1725,1KI,21,1,4,"Ahab being denied Naboth's vineyard, is grieved."
1726,1KI,21,5,14,"Jezebel writing letters against Naboth, he is condemned of blasphemy."
1727,1KI,21,15,16,Ahab take possession of the vineyard.
1728,1KI,21,17,24,Elijah denounces judgments against Ahab and Jezebel.
1729,1KI,21,25,29,"Wicked Ahab repenting, God defers the judgment."
1730,1KI,22,1,36,"Ahab, seduced by false prophets, according to the word of Micaiah, is slain at Ramoth-gilead."
1731,1KI,22,37,40,"The dogs lick up his blood, and Ahaziah succeeds him."
1732,1KI,22,41,44,Jehoshaphat's good reign.
1733,1KI,22,45.,45,His acts.
1734,1KI,22,46,50,Jehoram succeeds him.
1735,1KI,22,51,53,Ahaziah's evil reign.
1736,2KI,1,1.,1,Moab rebels.
1737,2KI,1,2,4,"Ahaziah, sending to Baal-zebub, hath his judgment by Elijah."
1738,2KI,1,5,12,Elijah twice brings fire from heaven upon them whom Ahaziah sent to apprehend him.
1739,2KI,1,13,16,"He pities the third captain, and, encouraged by an angel, tells the king of his death."
1740,2KI,1,17,18,Jehoram succeeds Ahaziah.
1741,2KI,2,1,8,"Elijah, taking his leave of Elisha, with his mantle divides Jordan;"
1742,2KI,2,9,11,"and, granting Elisha his request, is taken up by a fiery chariot into heaven."
1743,2KI,2,12,15,"Elisha, dividing Jordan with Elijah's mantle, is acknowledged his successor."
1744,2KI,2,16,18,"The young prophets, hardly obtaining leave to seek Elijah, cannot find him."
1745,2KI,2,19,22,Elisha with salt heals the unwholesome waters.
1746,2KI,2,23,25,Bears destroy the children that mocked Elisha.
1747,2KI,3,1,3,Jehoram's reign.
1748,2KI,3,4,5,Mesha rebels.
1749,2KI,3,6,20,"Jehoram, with Jehoshaphat, and the king of Edom, being distressed for want of water, by Elisha obtains water, and promise of victory."
1750,2KI,3,21,25,"The Moabites, deceived by the colour of the water, coming to spoil, are overcome."
1751,2KI,3,26,27,"The king of Moab, failing in his attempt to break through to the king of Edom, sacrifices his son, and raises the siege."
1752,2KI,4,1,7,Elisha multiplies the widow's oil.
1753,2KI,4,8,17,He obtains a son for the good Shunammite.
1754,2KI,4,18,37,He restores her son when dead.
1755,2KI,4,38,41,At Gilgal he heals the deadly pottage.
1756,2KI,4,42,44,He satisfies an hundred men with twenty loaves.
1757,2KI,5,1,7,"Naaman, by the report of a captive maid, is sent to Samaria to be cured of his leprosy."
1758,2KI,5,8,14,"Elisha, sending him to Jordan cures him."
1759,2KI,5,15,19,He refusing Naaman's gifts grants him some of the earth.
1760,2KI,5,20,27,"Gehazi, abusing his master's name unto Naaman, is smitten with leprosy."
1761,2KI,6,1,7,"Elisha, giving leave to the young prophets to enlarge their dwellings, causes iron to swim."
1762,2KI,6,8,12,He discloses the king of Syria's counsel.
1763,2KI,6,13,18,"The army which was sent to Dothan to apprehend Elisha, is smitten with blindness."
1764,2KI,6,19,23,"Being brought into Samaria, they are dismissed in peace."
1765,2KI,6,24,29,The famine in Samaria causes women to eat their own children.
1766,2KI,6,30,33,The king sends to slay Elisha.
1767,2KI,7,1,2,Elisha prophesies incredible plenty in Samaria.
1768,2KI,7,3,11,"Four lepers, venturing on the host of the Syrians, bring tidings of their flight."
1769,2KI,7,12,16,"The king, finding by spies the news to be true, spoils the tents of the Syrians."
1770,2KI,7,17,20,"The lord who would not believe the prophecy of plenty, having the charge of the gate, is trodden to death in the press."
1771,2KI,8,1,6,"The Shunammite, having left her country seven years, to avoid the forewarned famine, for Elisha's miracle's sake has her land restored by the king."
1772,2KI,8,7,15,"Hazael, being sent with a present by Ben-hadad to Elisha at Damascus, after he had heard the prophecy, kills his master, and succeeds him."
1773,2KI,8,16,19,Jehoram's wicked reign in Judah.
1774,2KI,8,20,22,Edom and Libnah revolt.
1775,2KI,8,23,24,Ahaziah succeeds Jehoram.
1776,2KI,8,25,27,Ahaziah's wicked reign.
1777,2KI,8,28,29,"He visits Joram, being wounded, at Jezreel."
1778,2KI,9,1,3,Elisha sends a young prophet with instructions to anoint Jehu at Ramoth-gilead.
1779,2KI,9,4,10,"The prophet having done his message, flees."
1780,2KI,9,11,26,"Jehu, being made king by the soldiers, kills Joram in the field of Naboth."
1781,2KI,9,27,29,"Ahaziah is slain at Gur, and buried at Jerusalem."
1782,2KI,9,30,37,"Proud Jezebel is thrown down out of a window, and eaten by dogs."
1783,2KI,10,1,7,"Jehu, by his letters, causes seventy of Ahab's children to be beheaded."
1784,2KI,10,8,11,He excuses the fact by the prophecy of Elijah.
1785,2KI,10,12,14,At the shearing house he slays two and forty of Ahaziah's brethren.
1786,2KI,10,15,17,He takes Jehonadab into his company.
1787,2KI,10,18,28,By subtilty he destroys all the worshippers of Baal.
1788,2KI,10,29,31,Jehu follows Jeroboam's sins.
1789,2KI,10,32,33,Hazael oppresses Israel.
1790,2KI,10,34,36,Jehoahaz succeeds Jehu.
1791,2KI,11,1,3,"Jehoash, being saved by Jehosheba his aunt from Athaliah's massacre of the seed royal, is hid six years in the house of God."
1792,2KI,11,4,12,"Jehoiada, giving order to the captains, in the seventh year anoints him king."
1793,2KI,11,13,16,Athaliah is slain.
1794,2KI,11,17,21,Jehoiada restores the worship of God.
1795,2KI,12,1,3,Jehoash reigns well all the days of Jehoiada.
1796,2KI,12,4,16,He gives order for the repair of the temple.
1797,2KI,12,17,18,Hazael is diverted from Jerusalem by a present of the hallowed treasures.
1798,2KI,12,19,21,"Jehoash being slain, Amaziah succeeds him."
1799,2KI,13,1,2,Jehoahaz's wicked reign.
1800,2KI,13,3,7,"Jehoahaz, oppressed by Hazael, is relieved by prayer."
1801,2KI,13,8,9,Joash succeeds him.
1802,2KI,13,10,11,His wicked reign.
1803,2KI,13,12,13,Jeroboam succeeds him.
1804,2KI,13,14,19,"Elisha dying, prophesies to Joash three victories over the Syrians."
1805,2KI,13,20,21,"The Moabites invading the land, Elisha's bones raise a dead man."
1806,2KI,13,22,25,Joash gets three victories over Ben-hadad.
1807,2KI,14,1,4,Amaziah's good reign.
1808,2KI,14,5,6,His justice on the murderers of his father.
1809,2KI,14,7.,7,His victory over Edom.
1810,2KI,14,8,14,"Amaziah, provoking Jehoash, is overcome and spoiled."
1811,2KI,14,15,16,Jeroboam succeeds Jehoash.
1812,2KI,14,17,20,Amaziah slain by a conspiracy.
1813,2KI,14,21,22,Azariah succeeds him.
1814,2KI,14,23,27,Jeroboam's wicked reign.
1815,2KI,14,28,29,Zachariah succeeds him.
1816,2KI,15,1,4,Azariah's good reign.
1817,2KI,15,5,7,"He dying a leper, Jotham succeeds."
1818,2KI,15,8,12,"Zachariah the last of Jehu's generation, reigning ill, is slain by Shallum."
1819,2KI,15,13,15,"Shallum, reigning a month, is slain by Menahem."
1820,2KI,15,16,20,Menahem strengthens himself by Pul.
1821,2KI,15,21,22,Pekahiah succeeds him.
1822,2KI,15,23,26,Pekahiah is slain by Pekah.
1823,2KI,15,27,31,"Pekah is oppressed by Tiglath-pileser, and slain by Hoshea."
1824,2KI,15,32,35,Jotham's good reign.
1825,2KI,15,36,38,Ahaz succeeds him.
1826,2KI,16,1,4,Ahaz's wicked reign.
1827,2KI,16,5,9,"Ahaz, assailed by Rezin and Pekah, hires Tiglath-pileser against them."
1828,2KI,16,10,16,"Ahaz, sending a pattern of an altar from Damascus to Urijah, diverts the brazen altar to his own devotions."
1829,2KI,16,17,18,He spoils the temple.
1830,2KI,16,19,20,Hezekiah succeeds him.
1831,2KI,17,1,2,Hoshea's wicked reign.
1832,2KI,17,3,4,"Being subdued by Shalmaneser, he conspires against him with So, king of Egypt."
1833,2KI,17,5,23,Samaria for sinning is led into captivity.
1834,2KI,17,24,41,"The strange nations which were transplanted into Samaria, being plagued with lions, make a mixture of religions."
1835,2KI,18,1,3,Hezekiah's good reign.
1836,2KI,18,4,8,"He destroys idolatry, and prospers."
1837,2KI,18,9,12,The inhabitants of Samaria are carried captive for their sins.
1838,2KI,18,13,16,"Sennacherib invading Judah, is pacified by a tribute."
1839,2KI,18,17,37,"Rab-shakeh, by blasphemous persuasions, solicits the people to revolt."
1840,2KI,19,1,5,"Hezekiah mourning, sends to Isaiah to pray for them."
1841,2KI,19,6,7,Isaiah comforts them.
1842,2KI,19,8,13,"Sennacherib, going to encounter Tirhakah, sends a blasphemous letter to Hezekiah."
1843,2KI,19,14,19,Hezekiah's prayer.
1844,2KI,19,20,34,"Isaiah's prophecy of the pride and destruction of Sennacherib, and the good of Zion."
1845,2KI,19,35.,35,An angel slays the Assyrians.
1846,2KI,19,36,37,Sennacherib is slain by his own sons.
1847,2KI,20,1,7,"Hezekiah, having received a message of death, by prayer has his life lengthened."
1848,2KI,20,8,11,The sun goes ten degrees backward for a sign of that promise.
1849,2KI,20,12,13,"Berodach-baladan sending to visit Hezekiah, because of the wonder, has notice of his treasures."
1850,2KI,20,14,19,"Isaiah understanding thereof, foretells the Babylonian captivity."
1851,2KI,20,20,21,Manasseh succeeds Hezekiah.
1852,2KI,21,1,2,Manasseh's reign.
1853,2KI,21,3,9,His great idolatry.
1854,2KI,21,10,16,His wickedness causes prophecies against Judah.
1855,2KI,21,17,18,Amon succeeds him.
1856,2KI,21,19,22,Amon's wicked reign.
1857,2KI,21,23,26,"He being slain by his servants, and those murderers slain by the people, Josiah is made king."
1858,2KI,22,1,2,Josiah's good reign.
1859,2KI,22,3,7,He takes care for the repair of the temple.
1860,2KI,22,8,14,"Hilkiah having found a book of the law, Josiah sends to Huldah to inquire of the Lord."
1861,2KI,22,15,20,"Huldah prophesies the destruction of Jerusalem, but respite thereof in Josiah's time."
1862,2KI,23,1,2,Josiah causes the book to be read in a solemn assembly.
1863,2KI,23,3.,3,He renews the covenant of the Lord.
1864,2KI,23,4,14,He destroys idolatry.
1865,2KI,23,15,20,"He burns dead men's bones upon the altar of Beth-el, as was fore-prophesied."
1866,2KI,23,21,23,He keeps a most solemn passover.
1867,2KI,23,24,25,He puts away witches and all abomination.
1868,2KI,23,26,28,God's final wrath against Judah.
1869,2KI,23,29,30,"Josiah, provoking Pharaoh-nechoh, is slain at Megiddo."
1870,2KI,23,31,35,"Jehoahaz, succeeding him, is imprisoned by Pharaoh-nechoh, who makes Jehoiakim king."
1871,2KI,23,36,37,Jehoiakim's wicked reign.
1872,2KI,24,1,4,"Jehoiakim, first subdued by Nebuchadnezzar, then rebelling against him, procures his own ruin."
1873,2KI,24,5,6,Jehoiachin succeeds him.
1874,2KI,24,7.,7,The king of Egypt is vanquished by the king of Babylon.
1875,2KI,24,8,9,Jehoiachin's evil reign.
1876,2KI,24,10,16,Jerusalem is taken and carried captive into Babylon.
1877,2KI,24,17,20,"Zedekiah is made king, and reigns ill, unto the utter destruction of Judah."
1878,2KI,25,1,3,Jerusalem is besieged.
1879,2KI,25,4,7,"Zedekiah taken, his sons slain, his eyes put out."
